NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
Gm14055	1	ENSMUSG00000085504	
Gm38040	1	ENSMUSG00000104298	
Gm14051	1	ENSMUSG00000086756	
Gm38043	1	ENSMUSG00000104293	
Gm38049	1	ENSMUSG00000102434	
Gm38048	1	ENSMUSG00000102437	
Gm38047	1	ENSMUSG00000102436	
Gm14057	1	ENSMUSG00000089662	
Gm14056	1	ENSMUSG00000082647	
Gm28694	1	ENSMUSG00000101768	
Gm28693	1	ENSMUSG00000101964	
Fam210b	1	ENSMUSG00000027495	
Gm26034	1	ENSMUSG00000088779	
Fam210a	1	ENSMUSG00000038121	
Gm26039	1	ENSMUSG00000088777	
Gm26035	1	ENSMUSG00000064999	
Tsga10ip	1	ENSMUSG00000039330	
Tph2	1	ENSMUSG00000006764	
Gm14088	1	ENSMUSG00000081413	
Tph1	1	ENSMUSG00000040046	
Gm14082	1	ENSMUSG00000083047	
Gm38010	1	ENSMUSG00000104400	
Gm38015	1	ENSMUSG00000104408	
Gm38014	1	ENSMUSG00000104406	
Prrt4	1	ENSMUSG00000079654	
RP23-137F6.5	1	ENSMUSG00000105063	
Gjc1	1	ENSMUSG00000034520	
Gm26064	1	ENSMUSG00000065315	
Prrt1	1	ENSMUSG00000015476	
Gjc3	1	ENSMUSG00000056966	
Prrt2	1	ENSMUSG00000045114	
Gm26066	1	ENSMUSG00000065319	
Prrt3	1	ENSMUSG00000045009	
Gjc2	1	ENSMUSG00000043448	
Cited4	1	ENSMUSG00000070803	
Cited1	1	ENSMUSG00000051159	
Cited2	1	ENSMUSG00000039910	
Gm14091	1	ENSMUSG00000086421	
Gm38020	1	ENSMUSG00000103697	
Gm14070	1	ENSMUSG00000084207	
Gm38022	1	ENSMUSG00000102648	
Gm38021	1	ENSMUSG00000102649	
Gm38026	1	ENSMUSG00000103999	
Fam213a	1	ENSMUSG00000021792	
Pelp1	1	ENSMUSG00000018921	
Fam212b	1	ENSMUSG00000048458	
Tdrkh	1	ENSMUSG00000041912	
Fam212a	1	ENSMUSG00000042106	
Gjb2	1	ENSMUSG00000046352	
Gjb1	1	ENSMUSG00000047797	
Gjb4	1	ENSMUSG00000046623	
Gjb3	1	ENSMUSG00000042367	
Gjb6	1	ENSMUSG00000040055	
Mir1898	1	ENSMUSG00000084592	
Gjb5	1	ENSMUSG00000042357	
Gm26058	1	ENSMUSG00000094367	
Gm14020	1	ENSMUSG00000084244	
Gm14022	1	ENSMUSG00000087151	
Gm14028	1	ENSMUSG00000082339	
Gm14027	1	ENSMUSG00000090248	
Peli1	1	ENSMUSG00000020134	
Gm14023	1	ENSMUSG00000085498	
Gm14026	1	ENSMUSG00000082274	
Gm16685	1	ENSMUSG00000097804	
Gm14025	1	ENSMUSG00000079051	
Gm16686	1	ENSMUSG00000085473	
Gm28661	1	ENSMUSG00000102070	
Gm28660	1	ENSMUSG00000099947	
Gm26001	1	ENSMUSG00000088614	
Gm28669	1	ENSMUSG00000100814	
Gm26008	1	ENSMUSG00000089422	
Gpr137b-ps	1	ENSMUSG00000097715	
Gm28665	1	ENSMUSG00000101352	
Gm26004	1	ENSMUSG00000089429	
RP24-277J22.6	1	ENSMUSG00000106455	
Gm14010	1	ENSMUSG00000079053	
Tpi1	1	ENSMUSG00000023456	
RP24-277J22.4	1	ENSMUSG00000105813	
Gm38001	1	ENSMUSG00000103485	
RP24-277J22.3	1	ENSMUSG00000106022	
Gm14017	1	ENSMUSG00000081967	
Gm38005	1	ENSMUSG00000103810	
Gm14016	1	ENSMUSG00000080747	
RP23-346B17.4	1	ENSMUSG00000106737	
Gm14019	1	ENSMUSG00000086913	
Gm38004	1	ENSMUSG00000103811	
Gm14018	1	ENSMUSG00000084407	
Gm14013	1	ENSMUSG00000081258	
4930557A04Rik	1	ENSMUSG00000048994	
Gm38009	1	ENSMUSG00000103818	
Gm14012	1	ENSMUSG00000086879	
Gm38008	1	ENSMUSG00000103819	
Gm16675	1	ENSMUSG00000097534	
Gucy2e	1	ENSMUSG00000020890	
Gucy2d	1	ENSMUSG00000074003	
Gucy2c	1	ENSMUSG00000042638	
Gjd4	1	ENSMUSG00000036855	
Gjd3	1	ENSMUSG00000047197	
Peli2	1	ENSMUSG00000021846	
RP24-394C15.4	1	ENSMUSG00000105654	
Peli3	1	ENSMUSG00000024901	
Gm28659	1	ENSMUSG00000100648	
Ccsap	1	ENSMUSG00000031971	
Gm28653	1	ENSMUSG00000099906	
Gucy2g	1	ENSMUSG00000055523	
Gucy2f	1	ENSMUSG00000042282	
Gm14042	1	ENSMUSG00000082985	
Gm14044	1	ENSMUSG00000083483	
Vma21	1	ENSMUSG00000073131	
Gm14049	1	ENSMUSG00000083953	
Gm14046	1	ENSMUSG00000084328	
Gm26020	1	ENSMUSG00000084678	
Tm4sf1	1	ENSMUSG00000027800	
2600006K01Rik	1	ENSMUSG00000039798	
Tm4sf4	1	ENSMUSG00000027801	
Tm4sf5	1	ENSMUSG00000018919	
Sh3bgr	1	ENSMUSG00000040666	
Gm28686	1	ENSMUSG00000101827	
Gm26027	1	ENSMUSG00000084674	
D130007C19Rik	1	ENSMUSG00000054304	
Gm28688	1	ENSMUSG00000100383	
Gm14032	1	ENSMUSG00000082301	
Tpk1	1	ENSMUSG00000029735	
9130204K15Rik	1	ENSMUSG00000086474	
Cysltr2	1	ENSMUSG00000033470	
Cysltr1	1	ENSMUSG00000052821	
Gm14039	1	ENSMUSG00000082097	
Gm14038	1	ENSMUSG00000083879	
Gm14035	1	ENSMUSG00000080742	
Gm14034	1	ENSMUSG00000083684	
RP23-201D22.4	1	ENSMUSG00000107006	
Gm14037	1	ENSMUSG00000081243	
RP23-201D22.5	1	ENSMUSG00000107287	
Gm14036	1	ENSMUSG00000082399	
RP23-201D22.6	1	ENSMUSG00000106888	
Gm26013	1	ENSMUSG00000077592	
Ipmk	1	ENSMUSG00000060733	
Commd10	1	ENSMUSG00000042705	
Ipo7	1	ENSMUSG00000066232	
Ipo4	1	ENSMUSG00000002319	
Ipo5	1	ENSMUSG00000030662	
Edc3	1	ENSMUSG00000038957	
Edar	1	ENSMUSG00000003227	
Edc4	1	ENSMUSG00000036270	
Ipo8	1	ENSMUSG00000040029	
Ipo9	1	ENSMUSG00000041879	
Frmd8	1	ENSMUSG00000024816	
Frmd7	1	ENSMUSG00000036131	
A230052G05Rik	1	ENSMUSG00000020887	
Ftsj1	1	ENSMUSG00000031171	
Frmd6	1	ENSMUSG00000048285	
Frmd5	1	ENSMUSG00000027238	
Ftsj2	1	ENSMUSG00000029557	
Ftsj3	1	ENSMUSG00000020706	
Akap14	1	ENSMUSG00000036551	
Tpm4	1	ENSMUSG00000031799	
Akap10	1	ENSMUSG00000047804	
Tpm3	1	ENSMUSG00000027940	
Akap11	1	ENSMUSG00000022016	
Tpm2	1	ENSMUSG00000028464	
Akap12	1	ENSMUSG00000038587	
Akap13	1	ENSMUSG00000066406	
Tpm1	1	ENSMUSG00000032366	
Fam219a	1	ENSMUSG00000028439	
Txlnb	1	ENSMUSG00000039891	
Fam219b	1	ENSMUSG00000032305	
Ankzf1	1	ENSMUSG00000026199	
Txlna	1	ENSMUSG00000053841	
Gm2546	1	ENSMUSG00000098019	
1700066M21Rik	1	ENSMUSG00000038323	
Rps11-ps2	1	ENSMUSG00000081929	
Mageh1	1	ENSMUSG00000047238	
Mir491	1	ENSMUSG00000070077	
Rps11-ps1	1	ENSMUSG00000090516	
Sprr2a3	1	ENSMUSG00000074445	
Rps11-ps4	1	ENSMUSG00000046620	
Rps11-ps3	1	ENSMUSG00000081715	
Gm2541	1	ENSMUSG00000089698	
Rps11-ps5	1	ENSMUSG00000082780	
Olfr2	1	ENSMUSG00000070417	
Gm38099	1	ENSMUSG00000104159	
Gm38098	1	ENSMUSG00000103454	
Pdcl	1	ENSMUSG00000009030	
Gm2574	1	ENSMUSG00000078162	
Mir484	1	ENSMUSG00000070074	
Tpmt	1	ENSMUSG00000021376	
1600014C23Rik	1	ENSMUSG00000094690	
Hapln1	1	ENSMUSG00000021613	
Hapln2	1	ENSMUSG00000004894	
Hapln3	1	ENSMUSG00000030606	
Hapln4	1	ENSMUSG00000007594	
Gm2568	1	ENSMUSG00000084793	
Gm2566	1	ENSMUSG00000106879	
5430403G16Rik	1	ENSMUSG00000072763	
Tpp2	1	ENSMUSG00000041763	
Tpp1	1	ENSMUSG00000030894	
Gm38074	1	ENSMUSG00000103911	
3110099E03Rik	1	ENSMUSG00000085582	
Gm38079	1	ENSMUSG00000104367	
Gm38078	1	ENSMUSG00000104364	
Gm38077	1	ENSMUSG00000104344	
Gm26091	1	ENSMUSG00000084653	
Maged2	1	ENSMUSG00000025268	
Fam214b	1	ENSMUSG00000036002	
Fam214a	1	ENSMUSG00000034858	
Fam213b	1	ENSMUSG00000029059	
Magee1	1	ENSMUSG00000031227	
Gm38082	1	ENSMUSG00000104369	
Gm38080	1	ENSMUSG00000104361	
Gm14097	1	ENSMUSG00000084839	
Ippk	1	ENSMUSG00000021385	
Gm14098	1	ENSMUSG00000081662	
Gm38083	1	ENSMUSG00000103354	
Gm14093	1	ENSMUSG00000087158	
Olfm3	1	ENSMUSG00000027965	
Olfm2	1	ENSMUSG00000032172	
Olfm1	1	ENSMUSG00000026833	
Gm38088	1	ENSMUSG00000103249	
Pdzk1ip1	1	ENSMUSG00000028716	
Gm14094	1	ENSMUSG00000083689	
Qtrt1	1	ENSMUSG00000002825	
Tbc1d10c	1	ENSMUSG00000040247	
Edf1	1	ENSMUSG00000015092	
Cd3eap	1	ENSMUSG00000047649	
Tbc1d10b	1	ENSMUSG00000042492	
Tbc1d10a	1	ENSMUSG00000034412	
Maged1	1	ENSMUSG00000025151	
Olfm4	1	ENSMUSG00000022026	
Tppp	1	ENSMUSG00000021573	
Ubfd1	1	ENSMUSG00000030870	
Gm38091	1	ENSMUSG00000103247	
Gm38053	1	ENSMUSG00000103584	
Gm38051	1	ENSMUSG00000102430	
Gm38057	1	ENSMUSG00000102143	
Gm38056	1	ENSMUSG00000102145	
Gm38058	1	ENSMUSG00000102140	
Fam216a	1	ENSMUSG00000029463	
Mageb3	1	ENSMUSG00000074881	
RP23-134K6.3	1	ENSMUSG00000106020	
Prrx1	1	ENSMUSG00000026586	
Prmt10	1	ENSMUSG00000037134	
Prrx2	1	ENSMUSG00000039476	
1700030M09Rik	1	ENSMUSG00000097424	
Gm38067	1	ENSMUSG00000103569	
Gm38065	1	ENSMUSG00000104485	
Magea3	1	ENSMUSG00000094196	
Fam217a	1	ENSMUSG00000021414	
4931422A03Rik	1	ENSMUSG00000046085	
Fam217b	1	ENSMUSG00000070476	
Calr4	1	ENSMUSG00000028558	
Calr3	1	ENSMUSG00000019732	
Mbd3l2	1	ENSMUSG00000047508	
Tprg	1	ENSMUSG00000048399	
Trp53cor1	1	ENSMUSG00000085912	
Gm38071	1	ENSMUSG00000103916	
Gm38070	1	ENSMUSG00000103560	
Tpt1	1	ENSMUSG00000060126	
Tprn	1	ENSMUSG00000048707	
Pdhx	1	ENSMUSG00000010914	
Cct6a	1	ENSMUSG00000029447	
Nup205	1	ENSMUSG00000038759	
Akap8l	1	ENSMUSG00000002625	
Pdk4	1	ENSMUSG00000019577	
Pdk3	1	ENSMUSG00000035232	
RP23-11P12.2	1	ENSMUSG00000105047	
Tspan10	1	ENSMUSG00000039691	
Tspan11	1	ENSMUSG00000030351	
Pdk2	1	ENSMUSG00000038967	
Pdk1	1	ENSMUSG00000006494	
Tspan12	1	ENSMUSG00000029669	
Barx2	1	ENSMUSG00000032033	
4930558J18Rik	1	ENSMUSG00000097519	
Tpte	1	ENSMUSG00000031481	
Pdhb	1	ENSMUSG00000021748	
1190002F15Rik	1	ENSMUSG00000098318	
Art2a-ps	1	ENSMUSG00000092517	
Vma21-ps	1	ENSMUSG00000061619	
9330158H04Rik	1	ENSMUSG00000073154	
Cct6b	1	ENSMUSG00000020698	
Hsd17b7	1	ENSMUSG00000026675	
Col17a1	1	ENSMUSG00000025064	
Hsd17b6	1	ENSMUSG00000025396	
Hsd17b3	1	ENSMUSG00000033122	
Hsd17b4	1	ENSMUSG00000024507	
Calm4	1	ENSMUSG00000033765	
Gm16702	1	ENSMUSG00000097796	
Calm3	1	ENSMUSG00000019370	
Gm16701	2	ENSMUSG00000097823:ENSMUSG00000102548	
Calm5	1	ENSMUSG00000099269	
Calm2	1	ENSMUSG00000036438	
Calm1	1	ENSMUSG00000001175	
Hsd17b1	1	ENSMUSG00000019301	
4933439K11Rik	1	ENSMUSG00000085184	
Hsd17b2	1	ENSMUSG00000031844	
Tspan31	1	ENSMUSG00000006736	
Tspan32	1	ENSMUSG00000000244	
Tspan33	1	ENSMUSG00000001763	
Tspan13	1	ENSMUSG00000020577	
Tspan14	1	ENSMUSG00000037824	
Tspan15	1	ENSMUSG00000037031	
Twistnb	1	ENSMUSG00000020561	
Mir503	1	ENSMUSG00000076122	
Tspan17	1	ENSMUSG00000025875	
Tspan18	1	ENSMUSG00000027217	
Gm766	1	ENSMUSG00000048473	
Caln1	1	ENSMUSG00000060371	
Tpx2	1	ENSMUSG00000027469	
Nup214	1	ENSMUSG00000001855	
Gpaa1	1	ENSMUSG00000022561	
Nup210	1	ENSMUSG00000030091	
Dclk2	1	ENSMUSG00000028078	
Dclk3	1	ENSMUSG00000032500	
Dclk1	1	ENSMUSG00000027797	
RP24-377B20.1	1	ENSMUSG00000107135	
Pafah1b1-ps1	1	ENSMUSG00000097041	
Tsnaxip1	1	ENSMUSG00000031893	
Edn1	1	ENSMUSG00000021367	
Edn2	1	ENSMUSG00000028635	
Mccc1os	1	ENSMUSG00000086392	
Vwa8	1	ENSMUSG00000058997	
Vwa9	1	ENSMUSG00000034263	
Rtn4r	1	ENSMUSG00000043811	
Magel2	1	ENSMUSG00000056972	
Vwa1	1	ENSMUSG00000042116	
Vwa2	1	ENSMUSG00000025082	
Mir574	1	ENSMUSG00000077042	
Vwa7	1	ENSMUSG00000007030	
0610043K17Rik	1	ENSMUSG00000087361	
Cyp17a1	1	ENSMUSG00000003555	
Dync2h1	1	ENSMUSG00000047193	
Gm2539	1	ENSMUSG00000097739	
Txlng	1	ENSMUSG00000038344	
Gm2531	1	ENSMUSG00000058567	
B9d1	1	ENSMUSG00000001039	
B9d2	1	ENSMUSG00000063439	
Pdp1	1	ENSMUSG00000049225	
Akr1b10	1	ENSMUSG00000061758	
Pdp2	1	ENSMUSG00000048371	
F730043M19Rik	1	ENSMUSG00000052125	
RP23-31J24.2	1	ENSMUSG00000105613	
Vwc2	1	ENSMUSG00000050830	
F2rl1	1	ENSMUSG00000021678	
F2rl2	1	ENSMUSG00000021675	
F2rl3	1	ENSMUSG00000050147	
Khsrp	1	ENSMUSG00000007670	
Nlrp4a	1	ENSMUSG00000040601	
Gm14104	1	ENSMUSG00000086575	
Gm14107	1	ENSMUSG00000080844	
Vwde	1	ENSMUSG00000079679	
Nlrp4c	1	ENSMUSG00000034690	
Gm14106	1	ENSMUSG00000081741	
Gm14101	1	ENSMUSG00000084393	
Nlrp4g	1	ENSMUSG00000079741	
Gm14102	1	ENSMUSG00000086478	
Nlrp4f	1	ENSMUSG00000032999	
Gm14109	1	ENSMUSG00000083126	
Gm14108	1	ENSMUSG00000083750	
Derl3	1	ENSMUSG00000009092	
Derl2	1	ENSMUSG00000018442	
Derl1	1	ENSMUSG00000022365	
Ralgps2	1	ENSMUSG00000026594	
Ralgps1	1	ENSMUSG00000038831	
Mir181c	1	ENSMUSG00000065483	
Gm16758	1	ENSMUSG00000086534	
Gm16755	1	ENSMUSG00000097658	
Masp1	1	ENSMUSG00000022887	
Masp2	1	ENSMUSG00000028979	
Vwce	1	ENSMUSG00000043789	
Gm16754	1	ENSMUSG00000097439	
Gm16751	1	ENSMUSG00000085303	
Pdpr	1	ENSMUSG00000033624	
Hspbap1	1	ENSMUSG00000022849	
Gm16759	1	ENSMUSG00000086539	
Mir181d	1	ENSMUSG00000076338	
Dnmt3bos	1	ENSMUSG00000079000	
Gm28731	1	ENSMUSG00000101555	
Gm28730	1	ENSMUSG00000101603	
2310067B10Rik	1	ENSMUSG00000020747	
Gm14121	1	ENSMUSG00000083325	
Gm26109	1	ENSMUSG00000065904	
C630050I24Rik	1	ENSMUSG00000102271	
Gm14127	1	ENSMUSG00000082740	
Gm14126	1	ENSMUSG00000083077	
Gm14123	1	ENSMUSG00000086407	
Gm14122	1	ENSMUSG00000083964	
Gm14125	1	ENSMUSG00000084320	
Gm14124	1	ENSMUSG00000079008	
Tmem167-ps2	1	ENSMUSG00000100566	
Calcb	1	ENSMUSG00000030666	
4933413J09Rik	1	ENSMUSG00000021874	
Gm26102	1	ENSMUSG00000087876	
2610507I01Rik	1	ENSMUSG00000085882	
Rps29-ps	1	ENSMUSG00000084392	
Ccrl2	1	ENSMUSG00000043953	
Gm14115	1	ENSMUSG00000081971	
Gm14117	1	ENSMUSG00000042938	
Gm14111	1	ENSMUSG00000080870	
Gm14113	1	ENSMUSG00000084371	
Gm14119	1	ENSMUSG00000082911	
4933405E24Rik	1	ENSMUSG00000086209	
Iqca	1	ENSMUSG00000026301	
Gm28707	1	ENSMUSG00000100071	
E130311K13Rik	1	ENSMUSG00000048581	
Iqce	1	ENSMUSG00000036555	
Gm16725	1	ENSMUSG00000087300	
Iqcc	1	ENSMUSG00000040795	
Iqcd	1	ENSMUSG00000029601	
Iqcg	1	ENSMUSG00000035578	
Iqch	1	ENSMUSG00000037801	
Iqck	1	ENSMUSG00000073856	
Gm16726	1	ENSMUSG00000086816	
Gm28703	1	ENSMUSG00000099512	
Mastl	1	ENSMUSG00000026779	
Rpl13-ps3	1	ENSMUSG00000059835	
Rpl13-ps1	1	ENSMUSG00000082806	
Nlrp9b	1	ENSMUSG00000060508	
Cald1	1	ENSMUSG00000029761	
Rpl13-ps5	1	ENSMUSG00000082964	
Nlrp9c	1	ENSMUSG00000040614	
Gm16712	1	ENSMUSG00000097077	
Mlst8	1	ENSMUSG00000024142	
Aurka	1	ENSMUSG00000027496	
Aurkb	1	ENSMUSG00000020897	
Fcamr	1	ENSMUSG00000026415	
Gm28727	1	ENSMUSG00000093514	
Cpxm1	1	ENSMUSG00000027408	
RP23-455A10.2	1	ENSMUSG00000106172	
Gm16740	1	ENSMUSG00000097167	
Gm16741	1	ENSMUSG00000084775	
Cpxm2	1	ENSMUSG00000030862	
Mast3	1	ENSMUSG00000031833	
Mast4	1	ENSMUSG00000034751	
Mast1	1	ENSMUSG00000053693	
Mast2	1	ENSMUSG00000003810	
Gm28723	1	ENSMUSG00000101028	
Gm28720	1	ENSMUSG00000101210	
Mir128-1	1	ENSMUSG00000065520	
Gm28721	1	ENSMUSG00000101951	
Calb1	1	ENSMUSG00000028222	
Ppme1	1	ENSMUSG00000030718	
RP23-99A9.1	1	ENSMUSG00000106178	
Gm28719	1	ENSMUSG00000100174	
Pdx1	1	ENSMUSG00000029644	
Gm16731	1	ENSMUSG00000085990	
Cyth2	1	ENSMUSG00000003269	
Cyth3	1	ENSMUSG00000018001	
Gm38150	1	ENSMUSG00000103164	
Cyth4	1	ENSMUSG00000018008	
Gm38156	1	ENSMUSG00000103360	
Gm38155	1	ENSMUSG00000104245	
Gm38153	1	ENSMUSG00000104243	
Hoxc4	1	ENSMUSG00000075394	
Heatr5b	1	ENSMUSG00000039414	
Heatr5a	1	ENSMUSG00000035181	
Gm38158	1	ENSMUSG00000103367	
Gm38157	1	ENSMUSG00000103364	
Gm14188	1	ENSMUSG00000078263	
Hoxc6	1	ENSMUSG00000001661	
Cyth1	1	ENSMUSG00000017132	
Gm26165	1	ENSMUSG00000065725	
Fam221b	1	ENSMUSG00000043633	
Gm26166	1	ENSMUSG00000065722	
Fam221a	1	ENSMUSG00000047115	
Gm26167	1	ENSMUSG00000089048	
Vsig10l	1	ENSMUSG00000070604	
Cand1	1	ENSMUSG00000020114	
Gm38163	1	ENSMUSG00000102770	
Gm38162	1	ENSMUSG00000102776	
Gm14173	1	ENSMUSG00000061272	
Lsm10	1	ENSMUSG00000050188	
Gm14176	1	ENSMUSG00000062846	
Pdxk	1	ENSMUSG00000032788	
Lsm11	1	ENSMUSG00000044847	
Hoxb9	1	ENSMUSG00000020875	
Gm14175	1	ENSMUSG00000084015	
Gm38160	1	ENSMUSG00000102775	
Cand2	1	ENSMUSG00000030319	
Lsm12	1	ENSMUSG00000020922	
Gm14170	1	ENSMUSG00000087323	
Gm14172	1	ENSMUSG00000083498	
Gm38164	1	ENSMUSG00000102779	
Hoxb3	1	ENSMUSG00000048763	
Hoxb4	1	ENSMUSG00000038692	
Gm38169	1	ENSMUSG00000102194	
Hoxb1	1	ENSMUSG00000018973	
Hoxb2	1	ENSMUSG00000075588	
Hoxb7	1	ENSMUSG00000038721	
Hoxb8	1	ENSMUSG00000056648	
Hoxb5	1	ENSMUSG00000038700	
Hoxb6	1	ENSMUSG00000000690	
Fam222a	1	ENSMUSG00000041930	
Fam222b	1	ENSMUSG00000037750	
Cntfr	1	ENSMUSG00000028444	
RP24-556H22.2	1	ENSMUSG00000106838	
Gm26158	1	ENSMUSG00000089598	
Gm38130	1	ENSMUSG00000104057	
Gm38134	1	ENSMUSG00000102540	
Gm38133	1	ENSMUSG00000102542	
RP24-164P24.2	1	ENSMUSG00000106596	
Gm38139	1	ENSMUSG00000103204	
Gm26187	1	ENSMUSG00000088318	
Gm26189	1	ENSMUSG00000095068	
Ces2d-ps	1	ENSMUSG00000031884	
Gm38140	1	ENSMUSG00000102380	
Gm14198	1	ENSMUSG00000085483	
Gm14197	1	ENSMUSG00000083732	
Gm38144	1	ENSMUSG00000102385	
Gm38142	1	ENSMUSG00000102383	
Gm38147	1	ENSMUSG00000103162	
Hoxd4	1	ENSMUSG00000101174	
Gm26180	1	ENSMUSG00000093967	
Rreb1	1	ENSMUSG00000039087	
Gm26175	1	ENSMUSG00000065728	
AA415398	1	ENSMUSG00000087385	
2010001K21Rik	1	ENSMUSG00000051606	
Gm14141	1	ENSMUSG00000082375	
Gm14140	1	ENSMUSG00000083055	
Gm14143	1	ENSMUSG00000082341	
Gm14142	1	ENSMUSG00000084264	
Asna1	1	ENSMUSG00000052456	
Gm38111	1	ENSMUSG00000102939	
Gm14149	1	ENSMUSG00000067352	
Gm38115	1	ENSMUSG00000102930	
Gm14148	1	ENSMUSG00000083391	
Gm38114	1	ENSMUSG00000102931	
Batf3	1	ENSMUSG00000026630	
Gm38118	1	ENSMUSG00000103089	
Gm14147	1	ENSMUSG00000079005	
Batf2	1	ENSMUSG00000039699	
Gm28782	1	ENSMUSG00000100269	
Eea1	1	ENSMUSG00000036499	
Tomm40	1	ENSMUSG00000002984	
Gm26122	1	ENSMUSG00000065296	
Mir1983	1	ENSMUSG00000088148	
Gm26127	1	ENSMUSG00000065127	
RP23-387F14.1	1	ENSMUSG00000105694	
Mir1981	1	ENSMUSG00000088559	
RP23-387F14.2	1	ENSMUSG00000105707	
Gm14130	1	ENSMUSG00000081494	
Gm16793	1	ENSMUSG00000097357	
Gm16794	1	ENSMUSG00000097777	
Gm14132	1	ENSMUSG00000081314	
Gm14131	1	ENSMUSG00000081470	
Gm38122	1	ENSMUSG00000103087	
Gm38120	1	ENSMUSG00000103085	
Gm14138	1	ENSMUSG00000081572	
Gm38126	1	ENSMUSG00000104053	
Gm14137	1	ENSMUSG00000055926	
Gm14139	1	ENSMUSG00000079009	
Gm38124	1	ENSMUSG00000103082	
Gm14133	1	ENSMUSG00000087029	
Gm38129	1	ENSMUSG00000104056	
Gm16796	1	ENSMUSG00000085495	
Golga7b	1	ENSMUSG00000042532	
Cntd1	1	ENSMUSG00000078653	
Ahnak	1	ENSMUSG00000069833	
Tomm34	1	ENSMUSG00000018322	
Gm28777	1	ENSMUSG00000100763	
Gm14163	1	ENSMUSG00000089684	
Gm14162	1	ENSMUSG00000082318	
Gm14165	1	ENSMUSG00000081434	
Gm14164	1	ENSMUSG00000068062	
Gpa33	1	ENSMUSG00000000544	
Gm14167	1	ENSMUSG00000087433	
Gm14168	1	ENSMUSG00000055494	
Gm26143	1	ENSMUSG00000077668	
Mir1966	1	ENSMUSG00000089432	
Mir1967	1	ENSMUSG00000088414	
Mir1964	1	ENSMUSG00000089139	
Caskin1	1	ENSMUSG00000033597	
Caskin2	1	ENSMUSG00000034471	
Gm26147	1	ENSMUSG00000077667	
Exosc9	1	ENSMUSG00000027714	
Exosc8	1	ENSMUSG00000027752	
Gm14154	1	ENSMUSG00000087004	
Exosc5	1	ENSMUSG00000061286	
Gm38100	1	ENSMUSG00000104158	
Exosc4	1	ENSMUSG00000034259	
Gm14150	1	ENSMUSG00000082809	
Exosc7	1	ENSMUSG00000025785	
Exosc1	1	ENSMUSG00000034321	
Gm38104	1	ENSMUSG00000104154	
Gm14159	1	ENSMUSG00000081777	
Exosc3	1	ENSMUSG00000028322	
Mir1968	1	ENSMUSG00000088054	
Gm38103	1	ENSMUSG00000104155	
Exosc2	1	ENSMUSG00000039356	
Gm38102	1	ENSMUSG00000104156	
Mir1969	1	ENSMUSG00000088248	
Gm14156	1	ENSMUSG00000082689	
Gm38109	1	ENSMUSG00000103075	
Gm28793	1	ENSMUSG00000100209	
Fam220a	1	ENSMUSG00000083012	
Gm26132	1	ENSMUSG00000065100	
Gm28791	1	ENSMUSG00000100394	
Adat1	1	ENSMUSG00000031949	
Mir1970	1	ENSMUSG00000088464	
Adat2	1	ENSMUSG00000019808	
Adat3	1	ENSMUSG00000035370	
Gnpda1	1	ENSMUSG00000052102	
Adap2	1	ENSMUSG00000020709	
Ctnnbl1	1	ENSMUSG00000027649	
Plcxd3	1	ENSMUSG00000049148	
Gnpda2	1	ENSMUSG00000029209	
4930558K02Rik	1	ENSMUSG00000086277	
Fam189a2	1	ENSMUSG00000071604	
Fam189a1	1	ENSMUSG00000030518	
H3f3aos	1	ENSMUSG00000073485	
Gm2429	1	ENSMUSG00000104177	
Rtkn2	1	ENSMUSG00000037846	
Gm2423	1	ENSMUSG00000061724	
Gm2420	1	ENSMUSG00000082305	
Plcxd1	1	ENSMUSG00000064247	
Plcxd2	1	ENSMUSG00000087141	
RP24-179L19.2	1	ENSMUSG00000104945	
Pef1	1	ENSMUSG00000028779	
RP24-179L19.4	1	ENSMUSG00000105127	
RP23-183L19.1	1	ENSMUSG00000105570	
RP23-183L19.6	1	ENSMUSG00000106545	
Gm2453	1	ENSMUSG00000102909	
Tomm22	1	ENSMUSG00000022427	
Tomm20	1	ENSMUSG00000093904	
Pecr	1	ENSMUSG00000026189	
Nipsnap3b	1	ENSMUSG00000015247	
Vcp-rs	1	ENSMUSG00000083327	
Eef2	1	ENSMUSG00000034994	
Dnmt1	1	ENSMUSG00000004099	
Gm2449	1	ENSMUSG00000097223	
Gm2445	1	ENSMUSG00000098113	
Adap1	1	ENSMUSG00000056413	
Mir599	1	ENSMUSG00000076333	
Gm38194	1	ENSMUSG00000102307	
Gm38199	1	ENSMUSG00000102464	
Marc1	1	ENSMUSG00000026621	
Marc2	1	ENSMUSG00000073481	
Daglb	1	ENSMUSG00000039206	
Endod1	1	ENSMUSG00000037419	
RP23-403P6.1	1	ENSMUSG00000106755	
Adam2	1	ENSMUSG00000022039	
Peg3	1	ENSMUSG00000002265	
Adam5	1	ENSMUSG00000031554	
0610040J01Rik	1	ENSMUSG00000060512	
Gkn1	1	ENSMUSG00000030050	
Adam3	1	ENSMUSG00000031553	
Adam4	1	ENSMUSG00000072972	
Adam9	1	ENSMUSG00000031555	
Gkn2	1	ENSMUSG00000030049	
Adam8	1	ENSMUSG00000025473	
Fam227b	1	ENSMUSG00000027209	
Tbc1d22a	1	ENSMUSG00000051864	
Fam227a	1	ENSMUSG00000042564	
Tbc1d22b	1	ENSMUSG00000042203	
