gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000051951	2.703875	-1.373393	0.76746996	0.0001753947	0.001507089
ENSMUSG00000099032	911.6375	0.9768098	0.04603606	8.054054e-102	5.2842150000000005e-99
ENSMUSG00000025916	59.62332	0.9102676	0.23729472	9.828095e-07	1.37286e-05
ENSMUSG00000048960	839.9662	-2.056341	0.12967369	1.489251e-57	4.4666890000000005e-55
ENSMUSG00000057715	4.120537	-3.983777	0.71894335	2.43322e-09	5.123917e-08
ENSMUSG00000042414	22.84569	0.7953034	0.26615078	1.475973e-05	0.0001631809
ENSMUSG00000025921	8389.399	-0.4083993	0.08853063	2.071618e-08	3.79857e-07
ENSMUSG00000090142	2.105272	0.4367606	0.56138053	0.005790116	0.03090073
ENSMUSG00000025934	7452.08	0.5103137	0.18126182	3.171441e-05	0.0003232253
ENSMUSG00000028033	25.2094	0.3859482	0.18121751	0.0004078717	0.003172755
ENSMUSG00000103072	2.831966	1.301649	0.76617847	0.0002176742	0.001825319
ENSMUSG00000042182	20.48499	-1.442318	0.29672964	1.381893e-08	2.595067e-07
ENSMUSG00000026090	10.32106	-3.832705	0.44263763	5.804712999999999e-19	3.124871e-17
ENSMUSG00000026070	9.668735	0.7268942	0.33809977	0.000136363	0.001204199
ENSMUSG00000026062	11.62475	1.02792	0.33407093	9.086823e-06	0.0001044786
ENSMUSG00000056870	117.1695	-2.185367	0.18091531	2.063293e-34	2.741698e-32
ENSMUSG00000109599	6.201668	0.5942262	0.39934493	0.0008506786	0.006066575
ENSMUSG00000038349	4.94667	-3.559694	0.69020124	2.691796e-08	4.863534e-07
ENSMUSG00000064294	21.90334	0.4828677	0.58335353	0.004482923	0.02501168
ENSMUSG00000025969	2730.85	-0.8149831	0.06085498	2.1774149999999998e-42	4.045560000000001e-40
ENSMUSG00000103032	3.186341	-0.4091604	0.4418314	0.005141659	0.0279661
ENSMUSG00000039323	17.29455	2.233379	0.23783611	8.947661000000001e-22	5.852216e-20
ENSMUSG00000026185	39.03456	0.6873593	0.24200664	2.517212e-05	0.0002643766
ENSMUSG00000055322	12571.23	-1.392214	0.19889901	3.598197e-14	1.31153e-12
ENSMUSG00000026175	3537.627	0.5303772	0.18867072	3.155081e-05	0.0003220269
ENSMUSG00000026207	1.676661	-0.4777915	0.67557961	0.005780673	0.03086603
ENSMUSG00000026211	32.69359	-2.845306	0.25562596	2.479928e-29	2.711775e-27
ENSMUSG00000032968	1.659344	-3.162314	0.79656685	2.318265e-06	2.98601e-05
ENSMUSG00000032908	1241.009	0.4409427	0.09173579	7.899027e-09	1.538405e-07
ENSMUSG00000055980	1023.546	0.4163456	0.05362922	3.36067e-17	1.589128e-15
ENSMUSG00000067158	31.59642	-3.612486	0.22357358	1.679798e-59	5.34354e-57
ENSMUSG00000079465	15.39159	-1.759364	0.21290545	5.754793e-18	2.863078e-16
ENSMUSG00000026149	33.89322	-2.850899	0.36265324	9.102634e-16	3.845268e-14
ENSMUSG00000049608	19.65616	0.7510747	0.18538933	5.407109e-07	7.888968e-06
ENSMUSG00000090124	2267.492	0.5643667	0.09410586	2.956163e-11	7.946817e-10
ENSMUSG00000090145	30.59633	0.396856	0.2316715	0.001174881	0.008045212
ENSMUSG00000062310	206.5982	-0.3793784	0.18571776	0.000545614	0.004083838
ENSMUSG00000014602	33.83533	-7.638614	0.60626473	2.350969e-39	3.796815e-37
ENSMUSG00000026278	583.7429	-1.045286	0.24988906	2.353188e-07	3.64345e-06
ENSMUSG00000040710	684.1197	0.6401584	0.21694964	1.925079e-05	0.0002070545
ENSMUSG00000097814	1.13845	-0.6955442	1.1130211	0.004320337	0.02427227
ENSMUSG00000089791	2.428522	0.410918	0.51024831	0.006152216	0.03256006
ENSMUSG00000026315	753.945	0.4706778	0.06490978	2.714003e-15	1.102137e-13
ENSMUSG00000037035	4.420553	-2.212231	0.47219364	1.335795e-07	2.162299e-06
ENSMUSG00000026347	69.41093	1.208097	0.11441105	5.109418e-28	5.0600109999999995e-26
ENSMUSG00000026399	554.7504	0.5551922	0.10803531	2.940251e-09	6.117994e-08
ENSMUSG00000026405	307.4833	0.6620742	0.0520029	2.3093259999999997e-38	3.645437e-36
ENSMUSG00000042510	1134.736	0.4694338	0.2215818	0.0002842915	0.002301851
ENSMUSG00000052688	1080.742	0.5923271	0.04917654	8.785944e-35	1.1900700000000001e-32
ENSMUSG00000026433	64.70731	-1.170033	0.15371823	2.831355e-16	1.254099e-14
ENSMUSG00000079330	0.8526229	-0.4356052	0.84170193	0.009706254	0.04725103
ENSMUSG00000042066	501.4079	-0.5539746	0.13023299	1.712423e-07	2.711336e-06
ENSMUSG00000101693	3.550033	0.3872759	0.40246945	0.005468572	0.02947694
ENSMUSG00000103421	157.6297	0.4859673	0.0795731	7.147808e-12	2.08718e-10
ENSMUSG00000042429	39.86774	-0.8855636	0.23327526	1.160272e-06	1.595278e-05
ENSMUSG00000026418	7.035886	-0.6450507	0.46064974	0.0008827729	0.006263541
ENSMUSG00000026413	117.776	-0.4302586	0.3759041	0.003237441	0.01907664
ENSMUSG00000041642	33.24626	-0.7046069	0.39771369	0.0003405179	0.002703551
ENSMUSG00000026398	44.80848	0.7620306	0.17195594	1.253882e-07	2.039543e-06
ENSMUSG00000019230	46.23767	-4.478588	0.30948325	9.605201e-49	2.372485e-46
ENSMUSG00000026365	17.29151	0.5594683	0.48234164	0.001852257	0.01180791
ENSMUSG00000026360	13.67261	-2.722219	0.32866	2.8989420000000003e-17	1.383256e-15
ENSMUSG00000006014	77.39808	0.4383577	0.1845148	0.0001500312	0.001311913
ENSMUSG00000026482	426.2855	0.3848636	0.17436905	0.0003272383	0.002610322
ENSMUSG00000026473	16315.57	0.7331735	0.10043928	1.068046e-14	4.106892e-13
ENSMUSG00000033488	152.2989	0.8615283	0.23494026	1.832578e-06	2.401684e-05
ENSMUSG00000026589	630.9745	0.8190341	0.0664269	1.963471e-36	2.823499e-34
ENSMUSG00000015829	5.906287	-2.346359	0.39891848	4.484771e-10	1.041568e-08
ENSMUSG00000040836	207.7457	-1.297685	0.07265592	3.426477e-73	1.634975e-70
ENSMUSG00000007097	699.6093	0.4475249	0.22854925	0.0004809729	0.00365738
ENSMUSG00000026546	23.42875	0.8390327	0.17324297	1.93642e-08	3.563115e-07
ENSMUSG00000037942	113.9082	-3.538218	0.24598889	1.188257e-47	2.7719390000000002e-45
ENSMUSG00000037860	254.6832	0.7210843	0.15492892	4.984735e-08	8.613539e-07
ENSMUSG00000054203	40.6384	-0.8925876	0.2112757	2.425857e-07	3.750432e-06
ENSMUSG00000026525	37.95358	-0.8376438	0.13107345	3.80429e-12	1.157552e-10
ENSMUSG00000102432	3.253285	0.586117	0.54663513	0.002030991	0.01276284
ENSMUSG00000026494	8.16062	-1.345882	0.31161055	1.378313e-07	2.227688e-06
ENSMUSG00000026489	178.5023	0.3909441	0.19955262	0.0006399357	0.004712539
ENSMUSG00000038793	320.8634	0.4125706	0.06050859	3.840187e-14	1.397309e-12
ENSMUSG00000038776	15375.5	0.4441282	0.18328065	0.0001268778	0.001132568
ENSMUSG00000104376	4.571668	0.6124316	0.44736297	0.001032376	0.007177066
ENSMUSG00000038576	126.3064	1.151076	0.08042394	1.91993e-48	4.63321e-46
ENSMUSG00000079164	372.1754	0.5967139	0.05055526	1.634345e-33	2.092261e-31
ENSMUSG00000103308	139.7506	0.5115085	0.13699928	1.214373e-06	1.662044e-05
ENSMUSG00000010175	40.48716	-0.7048303	0.26356893	3.846273e-05	0.0003844557
ENSMUSG00000037568	733.8037	-0.7381296	0.08859868	3.3089800000000004e-18	1.670001e-16
ENSMUSG00000103114	23.38271	0.435764	0.20108975	0.0002824641	0.002288821
ENSMUSG00000016262	1239.259	-0.4089825	0.16569737	0.0001276629	0.001137641
ENSMUSG00000026638	1805.038	0.996402	0.09393592	3.404832e-28	3.453355e-26
ENSMUSG00000026676	49.82697	0.5731078	0.27896354	0.0002455935	0.002026822
ENSMUSG00000045319	1042.37	0.5218961	0.09259506	1.603165e-10	3.927473e-09
ENSMUSG00000037254	3487.947	0.6829449	0.2143469	9.382661e-06	0.0001075267
ENSMUSG00000086006	17.99367	-0.5596173	0.20965591	4.716476e-05	0.0004622895
ENSMUSG00000023206	39.7454	-0.6645955	0.28621846	0.0001016924	0.0009298917
ENSMUSG00000026730	536.8533	0.5195866	0.05478032	3.7776650000000006e-23	2.725501e-21
ENSMUSG00000061531	11.33182	-1.069172	0.43055629	4.012083e-05	0.0003997802
ENSMUSG00000026748	78.77319	-3.310172	0.28974576	6.97974e-31	8.096112000000001e-29
ENSMUSG00000023094	427.0605	0.3989929	0.06354934	1.4739e-12	4.660319e-11
ENSMUSG00000026979	258.5253	0.5234385	0.05401371	5.521018e-24	4.2150460000000003e-22
ENSMUSG00000004113	7.91149	1.423486	0.54621804	2.843339e-05	0.0002942134
ENSMUSG00000036813	50.57113	0.6770645	0.15502006	1.566278e-07	2.498784e-06
ENSMUSG00000026961	3.833088	-0.9431406	0.62978395	0.0004240742	0.003280559
ENSMUSG00000085830	1.483099	-0.4027861	0.69087886	0.009474407	0.04634557
ENSMUSG00000049086	26.89343	-1.460634	0.1941388	9.061451e-16	3.835588e-14
ENSMUSG00000026923	6338.494	0.5893944	0.13620141	1.457005e-07	2.344048e-06
ENSMUSG00000086775	80.81123	0.5140053	0.16883002	1.489148e-05	0.0001645509
ENSMUSG00000026831	69.26041	0.865149	0.2192664	7.090617e-07	1.016161e-05
ENSMUSG00000079499	6.812352	-0.8780683	0.52933489	0.0003196958	0.002557932
ENSMUSG00000094251	1.653391	0.686324	0.78701391	0.002520166	0.0153766
ENSMUSG00000038860	123.8929	-0.5642592	0.12278587	4.096298e-08	7.190783e-07
ENSMUSG00000004105	151.3987	-3.318139	0.13346691	4.511754e-137	4.510679e-134
ENSMUSG00000026870	1506.407	0.3938724	0.08621464	2.713364e-08	4.898287e-07
ENSMUSG00000026890	87.69942	0.4039551	0.10017498	3.272203e-07	4.931794e-06
ENSMUSG00000046618	8.872869	-1.387565	0.4164088	4.365559e-06	5.328773e-05
ENSMUSG00000026866	11.06077	1.00742	0.27625844	1.676833e-06	2.229583e-05
ENSMUSG00000026765	21.73187	0.4817349	0.34441239	0.001559228	0.01023
ENSMUSG00000027022	28.09971	-5.164541	0.39191759	2.059142e-41	3.572867e-39
ENSMUSG00000034780	3.927292	-3.176727	0.54411542	8.950706e-10	1.994905e-08
ENSMUSG00000027030	187.0985	-1.182849	0.13259423	4.911816e-21	3.060047e-19
ENSMUSG00000042155	121.9279	-1.171131	0.14130815	1.209924e-18	6.318993000000001e-17
ENSMUSG00000087264	14.08843	0.4526199	0.37797847	0.002637153	0.01596051
ENSMUSG00000075302	54.88811	1.025539	0.23456113	1.112552e-07	1.824845e-06
ENSMUSG00000041762	35.50985	-0.4571079	0.19457828	0.0001520662	0.001327497
ENSMUSG00000056486	442.5325	-1.085373	0.08340709	1.063479e-40	1.7720439999999998e-38
ENSMUSG00000027004	1.913926	-1.542641	1.05039197	0.0003412637	0.002707797
ENSMUSG00000048388	34.54874	-2.145695	0.26864776	1.532311e-16	6.948352e-15
ENSMUSG00000027075	3.41164	-2.419705	0.54914655	5.008529e-07	7.35047e-06
ENSMUSG00000027230	38.01025	-0.7314572	0.26252194	2.755678e-05	0.0002859884
ENSMUSG00000075028	76.6101	-1.13853	0.14585286	6.141756e-17	2.846494e-15
ENSMUSG00000068735	5.38253	-3.305991	0.57559697	1.450739e-09	3.156296e-08
ENSMUSG00000027188	1776.839	-1.928302	0.35277767	1.879531e-09	4.01024e-08
ENSMUSG00000012350	3651.363	0.742222	0.07375938	3.668766e-25	2.962529e-23
ENSMUSG00000087739	2.876057	0.8717764	0.6782265	0.0007436178	0.005381681
ENSMUSG00000027175	841.7841	-0.6883687	0.10352375	9.787024e-13	3.170966e-11
ENSMUSG00000027173	555.2248	-0.4528671	0.08387778	3.524055e-10	8.229981e-09
ENSMUSG00000016458	2.651446	-1.102329	0.7900016	0.0004720378	0.003598559
ENSMUSG00000005973	142.2832	-2.282454	0.13494643	7.160380999999999e-65	2.637407e-62
ENSMUSG00000016386	3.077686	-2.678416	0.60959361	6.391445e-07	9.216236e-06
ENSMUSG00000048482	1157.502	-0.3971235	0.0954381	1.875853e-07	2.952288e-06
ENSMUSG00000074968	1394.515	0.4741696	0.05152573	2.709204e-22	1.8527599999999997e-20
ENSMUSG00000103562	0.8115938	-0.6509108	0.96872861	0.004280563	0.02410041
ENSMUSG00000046804	38.11807	0.3981302	0.50151972	0.006639136	0.03462212
ENSMUSG00000040035	102.931	0.9238407	0.18146554	4.86531e-09	9.821844e-08
ENSMUSG00000027317	3.428467	-1.647665	0.89818576	0.0001555774	0.00135595
ENSMUSG00000027315	46.21553	-1.041201	0.18977481	4.631461e-10	1.072078e-08
ENSMUSG00000053675	3.464276	-0.7178567	0.62386253	0.001271092	0.008583717
ENSMUSG00000000308	25.76595	0.6311386	0.19100381	6.577691e-06	7.740954e-05
ENSMUSG00000060227	332.132	-0.615551	0.14271701	1.693062e-07	2.682704e-06
ENSMUSG00000027227	1276.754	0.390367	0.20509137	0.0007469108	0.00540365
ENSMUSG00000033256	103.8784	-0.4182784	0.24314036	0.001023763	0.007124265
ENSMUSG00000005803	3806.428	0.3896507	0.04109307	9.044359e-24	6.781654000000001e-22
ENSMUSG00000027204	4.250676	-2.588844	0.48786246	1.322108e-08	2.493949e-07
ENSMUSG00000074813	183.1421	-0.4796303	0.09017011	6.497281e-10	1.473115e-08
ENSMUSG00000085498	12.127	0.4899951	0.35636809	0.001578885	0.0103446
ENSMUSG00000037902	16.10168	-4.217414	0.39182782	3.844208e-28	3.861682e-26
ENSMUSG00000027408	12.06137	-0.4484458	0.25408005	0.0007895643	0.00568286
ENSMUSG00000027358	1282.815	-0.635938	0.18945387	5.573406e-06	6.659856e-05
ENSMUSG00000027261	10.29073	-4.235929	0.59097258	5.17291e-14	1.872504e-12
ENSMUSG00000051177	87.19318	0.982652	0.47154111	0.0001088778	0.0009878828
ENSMUSG00000063873	104.2557	-0.5099716	0.42767898	0.002076765	0.01301543
ENSMUSG00000027452	4.194761	-2.103809	0.53717742	1.686725e-06	2.238482e-05
ENSMUSG00000027456	259.0083	0.4953142	0.13610267	1.698418e-06	2.249734e-05
ENSMUSG00000027457	4.091696	-1.623121	0.49249659	5.728683e-06	6.825977e-05
ENSMUSG00000027463	147.0509	-0.4432541	0.08050125	1.832884e-10	4.443579e-09
ENSMUSG00000051817	313.3008	-0.923087	0.0665218	1.443823e-45	2.971868e-43
ENSMUSG00000074682	18.57643	-4.611571	0.38500296	1.9409e-34	2.599684e-32
ENSMUSG00000082689	1.619047	-0.3943666	0.62175056	0.008837574	0.04388292
ENSMUSG00000067818	10.86368	-2.896878	0.32976344	3.9931649999999995e-19	2.1775720000000003e-17
ENSMUSG00000087547	59.10449	0.5376931	0.24351855	0.0001809956	0.001549125
ENSMUSG00000027412	314.2234	0.5737323	0.0871954	8.789668e-13	2.865514e-11
ENSMUSG00000017943	8.243501	-3.663565	0.42059265	4.49818e-19	2.4466140000000002e-17
ENSMUSG00000027656	18.77331	-1.948797	0.27042409	3.567101e-14	1.302457e-12
ENSMUSG00000017002	18.08576	1.324978	0.29715293	7.487188e-08	1.265648e-06
ENSMUSG00000017652	3.191919	-0.4032322	0.67302815	0.009158133	0.04517739
ENSMUSG00000039621	3.970416	-1.249197	0.74070269	0.0002272865	0.001893844
ENSMUSG00000017969	5.063262	0.7866226	0.69558987	0.001185192	0.008102797
ENSMUSG00000042821	13.19483	-0.399532	0.28452861	0.002342667	0.01444897
ENSMUSG00000049999	3.359497	-4.126333	0.69786145	2.421293e-10	5.770152e-09
ENSMUSG00000070476	14.91259	-4.167331	0.37128881	2.51721e-30	2.856693e-28
ENSMUSG00000015627	133.1603	-1.843074	0.22647156	2.0554090000000002e-17	9.897549e-16
ENSMUSG00000027583	133.2976	-0.869646	0.15840675	7.03772e-10	1.583676e-08
ENSMUSG00000037347	12.67867	-2.319378	0.34451588	2.1774e-12	6.762502e-11
ENSMUSG00000031079	28.19723	-0.5566756	0.16606058	5.33245e-06	6.408403e-05
ENSMUSG00000065642	4.147012	-0.3892258	0.39143721	0.005156611	0.02802209
ENSMUSG00000001986	311.9959	0.3985398	0.06881782	3.167138e-11	8.492216e-10
ENSMUSG00000031101	8.101715	1.079604	0.30902276	2.607566e-06	3.319942e-05
ENSMUSG00000031119	190.0677	-2.363839	0.10484553	3.505324e-113	2.725714e-110
ENSMUSG00000051851	1.105415	-2.511763	1.12535932	6.784041e-05	0.0006427389
ENSMUSG00000054850	17.23504	-0.5461167	0.25968076	0.000233613	0.001936323
ENSMUSG00000067860	15.00646	-0.5166349	0.26600063	0.0003863928	0.003025854
ENSMUSG00000059401	380.0679	-0.8682042	0.0623351	9.761419e-46	2.029119e-43
ENSMUSG00000031378	1461.244	0.3818918	0.08476714	3.968185e-08	6.995134e-07
